hotel_ID,property_feature
Espacio Hotel,Convenience store
Espacio Hotel,Daily housekeeping
Espacio Hotel,Elevator
Espacio Hotel,Laundromat
Espacio Hotel,Laundry service
Espacio Hotel,Meeting/banquet facilities
Espacio Hotel,Safety deposit boxes
Espacio Hotel,Salon
Espacio Hotel,Shops
Espacio Hotel,Smoke-free property
Espacio Hotel,Smoking area
Espacio Hotel,Terrace
Espacio Hotel,Xerox/fax in business center
Espacio Hotel,Family room
Espacio Hotel,CCTV in common areas
Espacio Hotel,CCTV outside property
Espacio Hotel,Fire extinguisher
Espacio Hotel,Front desk [24-hour]
Espacio Hotel,Non-smoking rooms
Espacio Hotel,Pets allowed
Espacio Hotel,Safety/security feature
Espacio Hotel,Security [24-hour]
Espacio Hotel,Smoke alarms
Espacio Hotel,Bicycle parking
Espacio Hotel,Car park [free of charge]
Espacio Hotel,Accessible by elevator
Espacio Hotel,Air conditioning
Espacio Hotel,Balcony/terrace
Espacio Hotel,Closet
Espacio Hotel,Clothes rack
Espacio Hotel,Dining table
Espacio Hotel,Electric kettle
Espacio Hotel,Free bottled water
Espacio Hotel,Kitchenette
Espacio Hotel,Linens
Espacio Hotel,Microwave
Espacio Hotel,Private bathroom
Espacio Hotel,Refrigerator
Espacio Hotel,Safety/security feature
Espacio Hotel,Separate dining area
Espacio Hotel,Shower
Espacio Hotel,Streaming service like Netflix
Espacio Hotel,Toiletries
Espacio Hotel,Towels
Espacio Hotel,Trash cans
Espacio Hotel,TV [flat screen]
mySTAY Hotel BGC West,Free Wi-Fi in all rooms!
mySTAY Hotel BGC West,Internet
mySTAY Hotel BGC West,Internet services
mySTAY Hotel BGC West,Wi-Fi in public areas
mySTAY Hotel BGC West,A la carte breakfast
mySTAY Hotel BGC West,Bottle of water
mySTAY Hotel BGC West,Breakfast service
mySTAY Hotel BGC West,Coffee shop
mySTAY Hotel BGC West,Air conditioning in public area
mySTAY Hotel BGC West,Daily housekeeping
mySTAY Hotel BGC West,Elevator
mySTAY Hotel BGC West,Invoice provided
mySTAY Hotel BGC West,Laundry service
mySTAY Hotel BGC West,Smoke-free property
mySTAY Hotel BGC West,Smoking area
mySTAY Hotel BGC West,Anti-viral cleaning products
mySTAY Hotel BGC West,Cashless payment service
mySTAY Hotel BGC West,Doctor/nurse on call
mySTAY Hotel BGC West,First aid kit
mySTAY Hotel BGC West,Hand sanitizer
mySTAY Hotel BGC West,Hot water linen and laundry washing
mySTAY Hotel BGC West,Protective screens in common areas
mySTAY Hotel BGC West,Room sanitization opt-out available
mySTAY Hotel BGC West,Rooms sanitized between stays
mySTAY Hotel BGC West,Shared stationery removed
mySTAY Hotel BGC West,Staff trained in safety protocol
mySTAY Hotel BGC West,Temperature check for guests and staff
mySTAY Hotel BGC West,CCTV in common areas
mySTAY Hotel BGC West,CCTV outside property
mySTAY Hotel BGC West,Fire extinguisher
mySTAY Hotel BGC West,Front desk [24-hour]
mySTAY Hotel BGC West,Non-smoking rooms
mySTAY Hotel BGC West,Pets allowed
mySTAY Hotel BGC West,Safety/security feature
mySTAY Hotel BGC West,Smoke alarms
mySTAY Hotel BGC West,Accessible by elevator
mySTAY Hotel BGC West,Air conditioning
mySTAY Hotel BGC West,Clothes rack
mySTAY Hotel BGC West,Desk
mySTAY Hotel BGC West,Free bottled water
mySTAY Hotel BGC West,Internet access – wireless
mySTAY Hotel BGC West,Linens
mySTAY Hotel BGC West,Non-smoking
mySTAY Hotel BGC West,Private bathroom
mySTAY Hotel BGC West,Safety/security feature
mySTAY Hotel BGC West,Shower
mySTAY Hotel BGC West,Smoke detector
mySTAY Hotel BGC West,Socket near the bed
mySTAY Hotel BGC West,Streaming service like Netflix
mySTAY Hotel BGC West,Toiletries
mySTAY Hotel BGC West,Towels
mySTAY Hotel BGC West,Trash cans
mySTAY Hotel BGC West,TV [flat screen]
Capital O 804 The Residences at Bonifacio Civic Center,Free Wi-Fi in all rooms!
Capital O 804 The Residences at Bonifacio Civic Center,Internet
Capital O 804 The Residences at Bonifacio Civic Center,Internet services
Capital O 804 The Residences at Bonifacio Civic Center,Wi-Fi in public areas
Capital O 804 The Residences at Bonifacio Civic Center,Swimming pool [indoor]
Capital O 804 The Residences at Bonifacio Civic Center,Swimming pool [outdoor]
Capital O 804 The Residences at Bonifacio Civic Center,Anti-viral cleaning products
Capital O 804 The Residences at Bonifacio Civic Center,Body thermometer
Capital O 804 The Residences at Bonifacio Civic Center,Breakfast takeaway service
Capital O 804 The Residences at Bonifacio Civic Center,Daily disinfection in all rooms
Capital O 804 The Residences at Bonifacio Civic Center,Daily disinfection in common areas
Capital O 804 The Residences at Bonifacio Civic Center,Doctor/nurse on call
Capital O 804 The Residences at Bonifacio Civic Center,Face coverings on staff
Capital O 804 The Residences at Bonifacio Civic Center,First aid kit
Capital O 804 The Residences at Bonifacio Civic Center,Guest rooms seal after sanitization
Capital O 804 The Residences at Bonifacio Civic Center,Hand sanitizer
Capital O 804 The Residences at Bonifacio Civic Center,Hot water linen and laundry washing
Capital O 804 The Residences at Bonifacio Civic Center,Individually-wrapped food options
Capital O 804 The Residences at Bonifacio Civic Center,Physical distancing of at least 1 meter
Capital O 804 The Residences at Bonifacio Civic Center,Protective screens in common areas
Capital O 804 The Residences at Bonifacio Civic Center,Room sanitization opt-out available
Capital O 804 The Residences at Bonifacio Civic Center,Rooms sanitized between stays
Capital O 804 The Residences at Bonifacio Civic Center,Safe dining setup
Capital O 804 The Residences at Bonifacio Civic Center,Sanitized kitchen and tableware items
Capital O 804 The Residences at Bonifacio Civic Center,Staff trained in safety protocol
Capital O 804 The Residences at Bonifacio Civic Center,Temperature check for guests and staff
Capital O 804 The Residences at Bonifacio Civic Center,Room service
Capital O 804 The Residences at Bonifacio Civic Center,Contactless check-in/out
Capital O 804 The Residences at Bonifacio Civic Center,Daily housekeeping
Capital O 804 The Residences at Bonifacio Civic Center,Elevator
Capital O 804 The Residences at Bonifacio Civic Center,Food delivery
Capital O 804 The Residences at Bonifacio Civic Center,Laundry service
Capital O 804 The Residences at Bonifacio Civic Center,Luggage storage
Capital O 804 The Residences at Bonifacio Civic Center,Smoke-free property
Capital O 804 The Residences at Bonifacio Civic Center,Smoking area
Capital O 804 The Residences at Bonifacio Civic Center,CCTV in common areas
Capital O 804 The Residences at Bonifacio Civic Center,CCTV outside property
Capital O 804 The Residences at Bonifacio Civic Center,Check-in/out [express]
Capital O 804 The Residences at Bonifacio Civic Center,Fire extinguisher
Capital O 804 The Residences at Bonifacio Civic Center,Non-smoking rooms
Capital O 804 The Residences at Bonifacio Civic Center,Pets allowed
Capital O 804 The Residences at Bonifacio Civic Center,Car park [charges apply]
Capital O 804 The Residences at Bonifacio Civic Center,Car park [on-site]
Capital O 804 The Residences at Bonifacio Civic Center,Air conditioning
Capital O 804 The Residences at Bonifacio Civic Center,Daily housekeeping
Capital O 804 The Residences at Bonifacio Civic Center,Desk
Capital O 804 The Residences at Bonifacio Civic Center,Free bottled water
Capital O 804 The Residences at Bonifacio Civic Center,Private bathroom
Capital O 804 The Residences at Bonifacio Civic Center,Satellite/cable channels
Capital O 804 The Residences at Bonifacio Civic Center,Shower
Capital O 804 The Residences at Bonifacio Civic Center,Telephone
F1 Hotel Manila,Wheelchair accessible
F1 Hotel Manila,Free Wi-Fi in all rooms!
F1 Hotel Manila,Internet
F1 Hotel Manila,Wi-Fi in public areas
F1 Hotel Manila,Fitness center
F1 Hotel Manila,Garden
F1 Hotel Manila,Massage
F1 Hotel Manila,Swimming pool [outdoor]
F1 Hotel Manila,Cashless payment service
F1 Hotel Manila,Daily disinfection in all rooms
F1 Hotel Manila,Daily disinfection in common areas
F1 Hotel Manila,Face coverings on staff
F1 Hotel Manila,First aid kit
F1 Hotel Manila,Free face masks
F1 Hotel Manila,Hand sanitizer
F1 Hotel Manila,Hot water linen and laundry washing
F1 Hotel Manila,Individually-wrapped food options
F1 Hotel Manila,Physical distancing of at least 1 meter
F1 Hotel Manila,Protective screens in common areas
F1 Hotel Manila,Rooms sanitized between stays
F1 Hotel Manila,Staff trained in safety protocol
F1 Hotel Manila,Temperature check for guests and staff
F1 Hotel Manila,Bar
F1 Hotel Manila,Breakfast [buffet]
F1 Hotel Manila,Breakfast [continental]
F1 Hotel Manila,Breakfast [free]
F1 Hotel Manila,Coffee shop
F1 Hotel Manila,Happy hour
F1 Hotel Manila,Poolside bar
F1 Hotel Manila,Restaurants
F1 Hotel Manila,Room service [24-hour]
F1 Hotel Manila,Cash withdrawal
F1 Hotel Manila,Concierge
F1 Hotel Manila,Contactless check-in/out
F1 Hotel Manila,Currency exchange
F1 Hotel Manila,Daily housekeeping
F1 Hotel Manila,Dry cleaning
F1 Hotel Manila,Elevator
F1 Hotel Manila,Facilities for disabled guests
F1 Hotel Manila,Laundry service
F1 Hotel Manila,Luggage storage
F1 Hotel Manila,Meeting/banquet facilities
F1 Hotel Manila,Safety deposit boxes
F1 Hotel Manila,Salon
F1 Hotel Manila,Smoke-free property
F1 Hotel Manila,Smoking area
F1 Hotel Manila,Xerox/fax in business center
F1 Hotel Manila,Swimming pool [kids]
F1 Hotel Manila,Golf course (within 3 km)
F1 Hotel Manila,CCTV in common areas
F1 Hotel Manila,CCTV outside property
F1 Hotel Manila,Check-in/out [express]
F1 Hotel Manila,Check-in/out [private]
F1 Hotel Manila,Check-in [24-hour]
F1 Hotel Manila,Fire extinguisher
F1 Hotel Manila,Front desk [24-hour]
F1 Hotel Manila,Non-smoking rooms
F1 Hotel Manila,Pets allowed
F1 Hotel Manila,Security [24-hour]
F1 Hotel Manila,Smoke alarms
F1 Hotel Manila,Airport transfer
F1 Hotel Manila,Car park [nearby]
F1 Hotel Manila,Car park [on-site]
F1 Hotel Manila,Rental car
F1 Hotel Manila,Taxi service
F1 Hotel Manila,Air conditioning
F1 Hotel Manila,Bathrobes
F1 Hotel Manila,Coffee/tea maker
F1 Hotel Manila,Daily housekeeping
F1 Hotel Manila,Desk
F1 Hotel Manila,Free bottled water
F1 Hotel Manila,Hair dryer
F1 Hotel Manila,In-room safe box
F1 Hotel Manila,Ironing facilities
F1 Hotel Manila,LAN Internet in room [free]
F1 Hotel Manila,Linens
F1 Hotel Manila,Mini bar
F1 Hotel Manila,Mirror
F1 Hotel Manila,Non-smoking
F1 Hotel Manila,Private bathroom
F1 Hotel Manila,Refrigerator
F1 Hotel Manila,Satellite/cable channels
F1 Hotel Manila,Shower
F1 Hotel Manila,Slippers
F1 Hotel Manila,Sofa
F1 Hotel Manila,Telephone
F1 Hotel Manila,Toiletries
F1 Hotel Manila,Towels
F1 Hotel Manila,Wi-Fi [free]
RedDoorz at DBuilders Rooms Lower Bicutan,Free Wi-Fi in all rooms!
RedDoorz at DBuilders Rooms Lower Bicutan,Internet
RedDoorz at DBuilders Rooms Lower Bicutan,Bottle of water
RedDoorz at DBuilders Rooms Lower Bicutan,Contactless check-in/out
RedDoorz at DBuilders Rooms Lower Bicutan,Daily housekeeping
RedDoorz at DBuilders Rooms Lower Bicutan,Elevator
RedDoorz at DBuilders Rooms Lower Bicutan,Invoice provided
RedDoorz at DBuilders Rooms Lower Bicutan,Smoking area
RedDoorz at DBuilders Rooms Lower Bicutan,Anti-viral cleaning products
RedDoorz at DBuilders Rooms Lower Bicutan,Body thermometer
RedDoorz at DBuilders Rooms Lower Bicutan,Daily disinfection in all rooms
RedDoorz at DBuilders Rooms Lower Bicutan,Daily disinfection in common areas
RedDoorz at DBuilders Rooms Lower Bicutan,Face coverings on staff
RedDoorz at DBuilders Rooms Lower Bicutan,First aid kit
RedDoorz at DBuilders Rooms Lower Bicutan,Hand sanitizer
RedDoorz at DBuilders Rooms Lower Bicutan,Hot water linen and laundry washing
RedDoorz at DBuilders Rooms Lower Bicutan,Hygiene certification
RedDoorz at DBuilders Rooms Lower Bicutan,Physical distancing of at least 1 meter
RedDoorz at DBuilders Rooms Lower Bicutan,Professional-grade sanitizing services
RedDoorz at DBuilders Rooms Lower Bicutan,Protective screens in common areas
RedDoorz at DBuilders Rooms Lower Bicutan,Shared stationery removed
RedDoorz at DBuilders Rooms Lower Bicutan,Staff trained in safety protocol
RedDoorz at DBuilders Rooms Lower Bicutan,Sterilizing equipment
RedDoorz at DBuilders Rooms Lower Bicutan,Temperature check for guests and staff
RedDoorz at DBuilders Rooms Lower Bicutan,Family room
RedDoorz at DBuilders Rooms Lower Bicutan,CCTV in common areas
RedDoorz at DBuilders Rooms Lower Bicutan,Fire extinguisher
RedDoorz at DBuilders Rooms Lower Bicutan,Non-smoking rooms
RedDoorz at DBuilders Rooms Lower Bicutan,Pets allowed
RedDoorz at DBuilders Rooms Lower Bicutan,Security [24-hour]
RedDoorz at DBuilders Rooms Lower Bicutan,Smoke alarms
RedDoorz at DBuilders Rooms Lower Bicutan,Air conditioning
RedDoorz at DBuilders Rooms Lower Bicutan,Free bottled water
RedDoorz at DBuilders Rooms Lower Bicutan,Individual air conditioning
RedDoorz at DBuilders Rooms Lower Bicutan,Internet access – wireless
RedDoorz at DBuilders Rooms Lower Bicutan,Linens
RedDoorz at DBuilders Rooms Lower Bicutan,Non-smoking
RedDoorz at DBuilders Rooms Lower Bicutan,Private bathroom
RedDoorz at DBuilders Rooms Lower Bicutan,Shower
RedDoorz at DBuilders Rooms Lower Bicutan,Smoke detector
RedDoorz at DBuilders Rooms Lower Bicutan,Toiletries
RedDoorz at DBuilders Rooms Lower Bicutan,Towels
RedDoorz at DBuilders Rooms Lower Bicutan,Trash cans
RedDoorz at DBuilders Rooms Lower Bicutan,TV
RedDoorz @ DBuilders Rooms Ph2 Taguig,Free Wi-Fi in all rooms!
RedDoorz @ DBuilders Rooms Ph2 Taguig,Internet
RedDoorz @ DBuilders Rooms Ph2 Taguig,Internet services
RedDoorz @ DBuilders Rooms Ph2 Taguig,Wi-Fi in public areas
RedDoorz @ DBuilders Rooms Ph2 Taguig,Bottle of water
RedDoorz @ DBuilders Rooms Ph2 Taguig,Air conditioning in public area
RedDoorz @ DBuilders Rooms Ph2 Taguig,Contactless check-in/out
RedDoorz @ DBuilders Rooms Ph2 Taguig,Daily housekeeping
RedDoorz @ DBuilders Rooms Ph2 Taguig,Elevator
RedDoorz @ DBuilders Rooms Ph2 Taguig,Smoke-free property
RedDoorz @ DBuilders Rooms Ph2 Taguig,Smoking area
RedDoorz @ DBuilders Rooms Ph2 Taguig,Anti-viral cleaning products
RedDoorz @ DBuilders Rooms Ph2 Taguig,Body thermometer
RedDoorz @ DBuilders Rooms Ph2 Taguig,Daily disinfection in all rooms
RedDoorz @ DBuilders Rooms Ph2 Taguig,Daily disinfection in common areas
RedDoorz @ DBuilders Rooms Ph2 Taguig,Face coverings on staff
RedDoorz @ DBuilders Rooms Ph2 Taguig,First aid kit
RedDoorz @ DBuilders Rooms Ph2 Taguig,Guest rooms seal after sanitization
RedDoorz @ DBuilders Rooms Ph2 Taguig,Hand sanitizer
RedDoorz @ DBuilders Rooms Ph2 Taguig,Hot water linen and laundry washing
RedDoorz @ DBuilders Rooms Ph2 Taguig,Hygiene certification
RedDoorz @ DBuilders Rooms Ph2 Taguig,Physical distancing of at least 1 meter
RedDoorz @ DBuilders Rooms Ph2 Taguig,Professional-grade sanitizing services
RedDoorz @ DBuilders Rooms Ph2 Taguig,Protective screens in common areas
RedDoorz @ DBuilders Rooms Ph2 Taguig,Rooms sanitized between stays
RedDoorz @ DBuilders Rooms Ph2 Taguig,Safe dining setup
RedDoorz @ DBuilders Rooms Ph2 Taguig,Shared stationery removed
RedDoorz @ DBuilders Rooms Ph2 Taguig,Staff trained in safety protocol
RedDoorz @ DBuilders Rooms Ph2 Taguig,Sterilizing equipment
RedDoorz @ DBuilders Rooms Ph2 Taguig,Temperature check for guests and staff
RedDoorz @ DBuilders Rooms Ph2 Taguig,CCTV in common areas
RedDoorz @ DBuilders Rooms Ph2 Taguig,Fire extinguisher
RedDoorz @ DBuilders Rooms Ph2 Taguig,Non-smoking rooms
RedDoorz @ DBuilders Rooms Ph2 Taguig,Pets allowed
RedDoorz @ DBuilders Rooms Ph2 Taguig,Safety/security feature
RedDoorz @ DBuilders Rooms Ph2 Taguig,Security [24-hour]
RedDoorz @ DBuilders Rooms Ph2 Taguig,Smoke alarms
RedDoorz @ DBuilders Rooms Ph2 Taguig,Accessible by stairs
RedDoorz @ DBuilders Rooms Ph2 Taguig,Additional toilet
RedDoorz @ DBuilders Rooms Ph2 Taguig,Air conditioning
RedDoorz @ DBuilders Rooms Ph2 Taguig,Fire extinguisher
RedDoorz @ DBuilders Rooms Ph2 Taguig,Free bottled water
RedDoorz @ DBuilders Rooms Ph2 Taguig,Internet access – wireless
RedDoorz @ DBuilders Rooms Ph2 Taguig,Linens
RedDoorz @ DBuilders Rooms Ph2 Taguig,Non-smoking
RedDoorz @ DBuilders Rooms Ph2 Taguig,Private bathroom
RedDoorz @ DBuilders Rooms Ph2 Taguig,Safety/security feature
RedDoorz @ DBuilders Rooms Ph2 Taguig,Satellite/cable channels
RedDoorz @ DBuilders Rooms Ph2 Taguig,Shared bathroom
RedDoorz @ DBuilders Rooms Ph2 Taguig,Shower
RedDoorz @ DBuilders Rooms Ph2 Taguig,Smoke detector
RedDoorz @ DBuilders Rooms Ph2 Taguig,Toiletries
RedDoorz @ DBuilders Rooms Ph2 Taguig,Towels
RedDoorz @ DBuilders Rooms Ph2 Taguig,Trash cans
MySpace Hotel @Comembo,Free Wi-Fi in all rooms!
MySpace Hotel @Comembo,Internet
MySpace Hotel @Comembo,Internet services
MySpace Hotel @Comembo,Wi-Fi in public areas
MySpace Hotel @Comembo,Air conditioning in public area
MySpace Hotel @Comembo,Contactless check-in/out
MySpace Hotel @Comembo,Daily housekeeping
MySpace Hotel @Comembo,Elevator
MySpace Hotel @Comembo,Facilities for disabled guests
MySpace Hotel @Comembo,Food delivery
MySpace Hotel @Comembo,Invoice provided
MySpace Hotel @Comembo,Luggage storage
MySpace Hotel @Comembo,Smoke-free property
MySpace Hotel @Comembo,Smoking area
MySpace Hotel @Comembo,Anti-viral cleaning products
MySpace Hotel @Comembo,Body thermometer
MySpace Hotel @Comembo,Breakfast takeaway service
MySpace Hotel @Comembo,Cashless payment service
MySpace Hotel @Comembo,Daily disinfection in all rooms
MySpace Hotel @Comembo,Daily disinfection in common areas
MySpace Hotel @Comembo,Doctor/nurse on call
MySpace Hotel @Comembo,First aid kit
MySpace Hotel @Comembo,Guest rooms seal after sanitization
MySpace Hotel @Comembo,Hand sanitizer
MySpace Hotel @Comembo,Hot water linen and laundry washing
MySpace Hotel @Comembo,Individually-wrapped food options
MySpace Hotel @Comembo,Physical distancing of at least 1 meter
MySpace Hotel @Comembo,Professional-grade sanitizing services
MySpace Hotel @Comembo,Room sanitization opt-out available
MySpace Hotel @Comembo,Rooms sanitized between stays
MySpace Hotel @Comembo,Safe dining setup
MySpace Hotel @Comembo,Sanitized kitchen and tableware items
MySpace Hotel @Comembo,Shared stationery removed
MySpace Hotel @Comembo,Staff trained in safety protocol
MySpace Hotel @Comembo,Temperature check for guests and staff
MySpace Hotel @Comembo,Family room
MySpace Hotel @Comembo,Allergy-free rooms
MySpace Hotel @Comembo,CCTV in common areas
MySpace Hotel @Comembo,CCTV outside property
MySpace Hotel @Comembo,Check-in/out [express]
MySpace Hotel @Comembo,Check-in/out [private]
MySpace Hotel @Comembo,Check-in [24-hour]
MySpace Hotel @Comembo,Fire extinguisher
MySpace Hotel @Comembo,Front desk [24-hour]
MySpace Hotel @Comembo,Non-smoking rooms
MySpace Hotel @Comembo,Pets allowed
MySpace Hotel @Comembo,Safety/security feature
MySpace Hotel @Comembo,Security [24-hour]
MySpace Hotel @Comembo,Smoke alarms
MySpace Hotel @Comembo,Soundproof rooms
MySpace Hotel @Comembo,Airport transfer
MySpace Hotel @Comembo,Car park [on-site]
MySpace Hotel @Comembo,Shuttle service
MySpace Hotel @Comembo,Desk
MySpace Hotel @Comembo,First aid kit
MySpace Hotel @Comembo,Free bottled water
MySpace Hotel @Comembo,Internet access – wireless
MySpace Hotel @Comembo,Non-smoking
MySpace Hotel @Comembo,Shower
MySpace Hotel @Comembo,Telephone
MySpace Hotel @Comembo,Toiletries
MySpace Hotel @Comembo,Towels
MySpace Hotel @Comembo,Wi-Fi [free]
Avant Serviced Suites - Personal Concierge,Free Wi-Fi in all rooms!
Avant Serviced Suites - Personal Concierge,Internet
Avant Serviced Suites - Personal Concierge,Internet [LAN]
Avant Serviced Suites - Personal Concierge,Internet services
Avant Serviced Suites - Personal Concierge,Wi-Fi in public areas
Avant Serviced Suites - Personal Concierge,Fitness center
Avant Serviced Suites - Personal Concierge,Swimming pool [outdoor]
Avant Serviced Suites - Personal Concierge,Daily disinfection in all rooms
Avant Serviced Suites - Personal Concierge,Daily disinfection in common areas
Avant Serviced Suites - Personal Concierge,Face coverings on staff
Avant Serviced Suites - Personal Concierge,First aid kit
Avant Serviced Suites - Personal Concierge,Hand sanitizer
Avant Serviced Suites - Personal Concierge,Hot water linen and laundry washing
Avant Serviced Suites - Personal Concierge,Hygiene certification
Avant Serviced Suites - Personal Concierge,Physical distancing of at least 1 meter
Avant Serviced Suites - Personal Concierge,Professional-grade sanitizing services
Avant Serviced Suites - Personal Concierge,Rooms sanitized between stays
Avant Serviced Suites - Personal Concierge,Alternative meal arrangement
Avant Serviced Suites - Personal Concierge,Bar
Avant Serviced Suites - Personal Concierge,Bottle of water
Avant Serviced Suites - Personal Concierge,Grocery delivery
Avant Serviced Suites - Personal Concierge,Kitchen
Avant Serviced Suites - Personal Concierge,Room service
Avant Serviced Suites - Personal Concierge,Shared kitchen
Avant Serviced Suites - Personal Concierge,Snack bar
Avant Serviced Suites - Personal Concierge,Air conditioning in public area
Avant Serviced Suites - Personal Concierge,Concierge
Avant Serviced Suites - Personal Concierge,Contactless check-in/out
Avant Serviced Suites - Personal Concierge,Convenience store
Avant Serviced Suites - Personal Concierge,Daily housekeeping
Avant Serviced Suites - Personal Concierge,Dry cleaning
Avant Serviced Suites - Personal Concierge,Elevator
Avant Serviced Suites - Personal Concierge,Food delivery
Avant Serviced Suites - Personal Concierge,Ironing service
Avant Serviced Suites - Personal Concierge,Laundromat
Avant Serviced Suites - Personal Concierge,Laundry service
Avant Serviced Suites - Personal Concierge,Luggage storage
Avant Serviced Suites - Personal Concierge,Safety deposit boxes
Avant Serviced Suites - Personal Concierge,Smoke-free property
Avant Serviced Suites - Personal Concierge,Smoking area
Avant Serviced Suites - Personal Concierge,CCTV in common areas
Avant Serviced Suites - Personal Concierge,Check-in/out [express]
Avant Serviced Suites - Personal Concierge,Non-smoking rooms
Avant Serviced Suites - Personal Concierge,Pets allowed
Avant Serviced Suites - Personal Concierge,Airport transfer
Avant Serviced Suites - Personal Concierge,Car park [charges apply]
Avant Serviced Suites - Personal Concierge,Car park [on-site]
Avant Serviced Suites - Personal Concierge,Rental car
Avant Serviced Suites - Personal Concierge,Shuttle service
Avant Serviced Suites - Personal Concierge,Closet
Avant Serviced Suites - Personal Concierge,Free bottled water
Avant Serviced Suites - Personal Concierge,Hair dryer
Avant Serviced Suites - Personal Concierge,Internet access – wireless
Avant Serviced Suites - Personal Concierge,Ironing facilities
Avant Serviced Suites - Personal Concierge,Kitchenette
Avant Serviced Suites - Personal Concierge,Kitchenware
Avant Serviced Suites - Personal Concierge,Linens
Avant Serviced Suites - Personal Concierge,Microwave
Avant Serviced Suites - Personal Concierge,Non-smoking
Avant Serviced Suites - Personal Concierge,Refrigerator
Avant Serviced Suites - Personal Concierge,Shower
Avant Serviced Suites - Personal Concierge,Sofa
Avant Serviced Suites - Personal Concierge,Toiletries
Avant Serviced Suites - Personal Concierge,TV [flat screen]
MySpace Hotel @BGC,Wheelchair accessible
MySpace Hotel @BGC,Free Wi-Fi in all rooms!
MySpace Hotel @BGC,Internet
MySpace Hotel @BGC,Internet services
MySpace Hotel @BGC,Wi-Fi in public areas
MySpace Hotel @BGC,Anti-viral cleaning products
MySpace Hotel @BGC,Body thermometer
MySpace Hotel @BGC,Breakfast takeaway service
MySpace Hotel @BGC,Cashless payment service
MySpace Hotel @BGC,Daily disinfection in all rooms
MySpace Hotel @BGC,Daily disinfection in common areas
MySpace Hotel @BGC,Doctor/nurse on call
MySpace Hotel @BGC,Face coverings on staff
MySpace Hotel @BGC,First aid kit
MySpace Hotel @BGC,Free face masks
MySpace Hotel @BGC,Guest rooms seal after sanitization
MySpace Hotel @BGC,Hand sanitizer
MySpace Hotel @BGC,Hot water linen and laundry washing
MySpace Hotel @BGC,Hygiene certification
MySpace Hotel @BGC,Individually-wrapped food options
MySpace Hotel @BGC,Physical distancing of at least 1 meter
MySpace Hotel @BGC,Professional-grade sanitizing services
MySpace Hotel @BGC,Protective screens in common areas
MySpace Hotel @BGC,Room sanitization opt-out available
MySpace Hotel @BGC,Rooms sanitized between stays
MySpace Hotel @BGC,Safe dining setup
MySpace Hotel @BGC,Sanitized kitchen and tableware items
MySpace Hotel @BGC,Shared stationery removed
MySpace Hotel @BGC,Staff trained in safety protocol
MySpace Hotel @BGC,Temperature check for guests and staff
MySpace Hotel @BGC,Coffee shop
MySpace Hotel @BGC,Kitchen
MySpace Hotel @BGC,Restaurants
MySpace Hotel @BGC,Air conditioning in public area
MySpace Hotel @BGC,Concierge
MySpace Hotel @BGC,Contactless check-in/out
MySpace Hotel @BGC,Convenience store
MySpace Hotel @BGC,Daily housekeeping
MySpace Hotel @BGC,Dry cleaning
MySpace Hotel @BGC,Elevator
MySpace Hotel @BGC,Facilities for disabled guests
MySpace Hotel @BGC,Food delivery
MySpace Hotel @BGC,Grooming service
MySpace Hotel @BGC,Ironing service
MySpace Hotel @BGC,Luggage storage
MySpace Hotel @BGC,Safety deposit boxes
MySpace Hotel @BGC,Smoke-free property
MySpace Hotel @BGC,Smoking area
MySpace Hotel @BGC,Terrace
MySpace Hotel @BGC,Xerox/fax in business center
MySpace Hotel @BGC,Family room
MySpace Hotel @BGC,CCTV in common areas
MySpace Hotel @BGC,CCTV outside property
MySpace Hotel @BGC,Fire extinguisher
MySpace Hotel @BGC,Front desk [24-hour]
MySpace Hotel @BGC,Non-smoking rooms
MySpace Hotel @BGC,Pets allowed
MySpace Hotel @BGC,Safety/security feature
MySpace Hotel @BGC,Security [24-hour]
MySpace Hotel @BGC,Smoke alarms
MySpace Hotel @BGC,Airport transfer
MySpace Hotel @BGC,Car park [charges apply]
MySpace Hotel @BGC,Car park [nearby]
MySpace Hotel @BGC,Car park [on-site]
MySpace Hotel @BGC,Accessible by elevator
MySpace Hotel @BGC,Air conditioning
MySpace Hotel @BGC,Clothes rack
MySpace Hotel @BGC,Daily housekeeping
MySpace Hotel @BGC,Desk
MySpace Hotel @BGC,Electric kettle
MySpace Hotel @BGC,Extra long bed
MySpace Hotel @BGC,Free bottled water
MySpace Hotel @BGC,Hair dryer
MySpace Hotel @BGC,Hand sanitizer
MySpace Hotel @BGC,Heating
MySpace Hotel @BGC,Individual air conditioning
MySpace Hotel @BGC,In-room safe box
MySpace Hotel @BGC,Linens
MySpace Hotel @BGC,Non-smoking
MySpace Hotel @BGC,Private bathroom
MySpace Hotel @BGC,Safety/security feature
MySpace Hotel @BGC,Satellite/cable channels
MySpace Hotel @BGC,Shower
MySpace Hotel @BGC,Sleep comfort items
MySpace Hotel @BGC,Smoke detector
MySpace Hotel @BGC,Socket near the bed
MySpace Hotel @BGC,Telephone
MySpace Hotel @BGC,Toiletries
MySpace Hotel @BGC,Towels
MySpace Hotel @BGC,Trash cans
MySpace Hotel @BGC,Wake-up service
MySpace Hotel @BGC,Wi-Fi [free]
MySpace Hotel @BGC,Window
MySpace Hotel @BGC,Wooden/parqueted flooring
RedDoorz near Mercado del Lago,Free Wi-Fi in all rooms!
RedDoorz near Mercado del Lago,Internet
