userID,Rating,hotel_ID
Glydel,10.0,Capital O 806 Pattaui Residences
Michelle,10.0,Capital O 806 Pattaui Residences
riane,9.2,Capital O 806 Pattaui Residences
kathleen,9.6,Capital O 806 Pattaui Residences
Wilna,9.2,Capital O 806 Pattaui Residences
Carla,9.2,Capital O 806 Pattaui Residences
Damian,8.8,Capital O 806 Pattaui Residences
Kael,8.8,Capital O 806 Pattaui Residences
Chester,10.0,Capital O 806 Pattaui Residences
Michelle,9.2,Capital O 806 Pattaui Residences
Lloyd,8.8,Capital O 806 Pattaui Residences
clarice,8.8,Capital O 806 Pattaui Residences
Renz,7.6,Lawton Residences by Cocotel
Maurice,2.0,Lawton Residences by Cocotel
Maurice,2.0,Lawton Residences by Cocotel
Roxanne,5.2,Lawton Residences by Cocotel
Mk,3.2,Lawton Residences by Cocotel
Era,6.0,Lawton Residences by Cocotel
Cherryl,2.0,Lawton Residences by Cocotel
Gregorio,2.0,Lawton Residences by Cocotel
Wynmen,6.4,Lawton Residences by Cocotel
Gerly,10.0,Lawton Residences by Cocotel
FRANCHETTE,10.0,Lawton Residences by Cocotel
Peter,2.0,Lawton Residences by Cocotel
Arnold,3.6,Lawton Residences by Cocotel
Dhaday,2.0,Lawton Residences by Cocotel
Hannah,10.0,RedDoorz @ CPG Estate Hotel Taguig
Christine,10.0,RedDoorz @ CPG Estate Hotel Taguig
Rose,10.0,RedDoorz @ CPG Estate Hotel Taguig
Hannah,10.0,RedDoorz @ CPG Estate Hotel Taguig
meg,10.0,RedDoorz @ CPG Estate Hotel Taguig
meg,10.0,RedDoorz @ CPG Estate Hotel Taguig
Jeanne,9.6,RedDoorz @ CPG Estate Hotel Taguig
James,10.0,RedDoorz @ CPG Estate Hotel Taguig
clarice,10.0,RedDoorz @ CPG Estate Hotel Taguig
Daphne,10.0,RedDoorz @ CPG Estate Hotel Taguig
ROSETTE,10.0,RedDoorz @ CPG Estate Hotel Taguig
ROSETTE,10.0,RedDoorz @ CPG Estate Hotel Taguig
Lorrine,10.0,RedDoorz @ CPG Estate Hotel Taguig
ROSETTE,10.0,RedDoorz @ CPG Estate Hotel Taguig
chanthika,10.0,RedDoorz @ CPG Estate Hotel Taguig
Arvin,10.0,RedDoorz @ CPG Estate Hotel Taguig
Christopher,10.0,RedDoorz @ CPG Estate Hotel Taguig
Divina,10.0,RedDoorz @ CPG Estate Hotel Taguig
kim,9.6,RedDoorz @ CPG Estate Hotel Taguig
Dranreb,10.0,RedDoorz @ CPG Estate Hotel Taguig
Elaine,9.2,mySTAY Hotel BGC South
rowena,7.6,mySTAY Hotel BGC South
GELENE,6.8,mySTAY Hotel BGC South
Christopher,8.4,mySTAY Hotel BGC South
Ronald,10.0,One Uptown BGC across Grand Hyatt Manila Hotel
David,10.0,One Uptown BGC across Grand Hyatt Manila Hotel
John,4.4,One Uptown BGC across Grand Hyatt Manila Hotel
Claire,8.0,One Uptown BGC across Grand Hyatt Manila Hotel
Lily,4.4,One Uptown BGC across Grand Hyatt Manila Hotel
Eduin,9.6,One Uptown BGC across Grand Hyatt Manila Hotel
Maria,6.0,One Uptown BGC across Grand Hyatt Manila Hotel
Aileen,7.2,One Uptown BGC across Grand Hyatt Manila Hotel
Jo-an,4.4,One Uptown BGC across Grand Hyatt Manila Hotel
Joem,10.0,One Uptown BGC across Grand Hyatt Manila Hotel
yasuhiro,6.0,One Uptown BGC across Grand Hyatt Manila Hotel
Dianne,10.0,RedDoorz Plus @ Villa Gloria Taguig - Vaccinated Staff
Dianne,10.0,RedDoorz Plus @ Villa Gloria Taguig - Vaccinated Staff
Rizalyn,10.0,RedDoorz Plus @ Villa Gloria Taguig - Vaccinated Staff
Rizalyn,10.0,RedDoorz Plus @ Villa Gloria Taguig - Vaccinated Staff
Nemia,8.8,RedDoorz Plus @ Villa Gloria Taguig - Vaccinated Staff
Munarriz,9.2,RedDoorz Plus @ Villa Gloria Taguig - Vaccinated Staff
Enrico,8.0,RedDoorz Plus @ Villa Gloria Taguig - Vaccinated Staff
Frandyl,8.0,RedDoorz Plus @ Villa Gloria Taguig - Vaccinated Staff
Pacifico,7.2,RedDoorz Plus @ Villa Gloria Taguig - Vaccinated Staff
Kym,6.8,RedDoorz Plus @ Villa Gloria Taguig - Vaccinated Staff
Ma,6.0,RedDoorz Plus @ Villa Gloria Taguig - Vaccinated Staff
Judyfe,6.0,RedDoorz Plus @ Villa Gloria Taguig - Vaccinated Staff
Mariedith,4.8,RedDoorz Plus @ Villa Gloria Taguig - Vaccinated Staff
Martina,4.4,RedDoorz Plus @ Villa Gloria Taguig - Vaccinated Staff
Angelica,5.2,RedDoorz Plus @ Villa Gloria Taguig - Vaccinated Staff
Ann,4.0,RedDoorz Plus @ Villa Gloria Taguig - Vaccinated Staff
Dabbie,3.6,RedDoorz Plus @ Villa Gloria Taguig - Vaccinated Staff
Nelson,3.2,RedDoorz Plus @ Villa Gloria Taguig - Vaccinated Staff
Terry,2.8,RedDoorz Plus @ Villa Gloria Taguig - Vaccinated Staff
JULIETA,2.4,RedDoorz Plus @ Villa Gloria Taguig - Vaccinated Staff
Shaira,10.0,Sweetest Home (Studio Unit near Venice Mall)
Venus,9.6,Sweetest Home (Studio Unit near Venice Mall)
Robert,9.6,Sweetest Home (Studio Unit near Venice Mall)
Derricho,10.0,Sweetest Home (Studio Unit near Venice Mall)
JAEHO,10.0,Sweetest Home (Studio Unit near Venice Mall)
Chendra,9.2,OYO 128 d'Builders Rooms Phase 2
Irene,8.8,OYO 128 d'Builders Rooms Phase 2
Jeric,10.0,OYO 128 d'Builders Rooms Phase 2
Pascal,8.8,OYO 128 d'Builders Rooms Phase 2
M,10.0,OYO 128 d'Builders Rooms Phase 2
Ruth,8.4,OYO 128 d'Builders Rooms Phase 2
naveen,10.0,OYO 128 d'Builders Rooms Phase 2
Shawn,6.8,OYO 128 d'Builders Rooms Phase 2
Markus,7.6,OYO 128 d'Builders Rooms Phase 2
Thirdy,10.0,OYO 128 d'Builders Rooms Phase 2
Katrina,6.8,OYO 128 d'Builders Rooms Phase 2
Sandeep,10.0,OYO 128 d'Builders Rooms Phase 2
pharon,6.4,OYO 128 d'Builders Rooms Phase 2
Carlo,8.4,OYO 128 d'Builders Rooms Phase 2
Markus,8.4,OYO 128 d'Builders Rooms Phase 2
Chris,5.6,OYO 128 d'Builders Rooms Phase 2
Bardia,2.0,OYO 128 d'Builders Rooms Phase 2
Cathrina,7.6,OYO 128 d'Builders Rooms Phase 2
Nerina,3.2,OYO 128 d'Builders Rooms Phase 2
Feng,9.6,OYO 128 d'Builders Rooms Phase 2
Tiffany,10.0,One Uptown Opposite of grandhyatt hotel manila Taguig city
Rosito,7.0,One Uptown Opposite of grandhyatt hotel manila Taguig city
Mohammad,7.0,One Uptown Opposite of grandhyatt hotel manila Taguig city
Rob,9.0,One Uptown Opposite of grandhyatt hotel manila Taguig city
Vishwas,1.0,One Uptown Opposite of grandhyatt hotel manila Taguig city
Debbie,8.0,One Uptown Opposite of grandhyatt hotel manila Taguig city
Vida,10.0,One Uptown Opposite of grandhyatt hotel manila Taguig city
Anonymous,7.0,One Uptown Opposite of grandhyatt hotel manila Taguig city
Elizabeth,8.0,One Uptown Opposite of grandhyatt hotel manila Taguig city
Bg,10.0,One Uptown Opposite of grandhyatt hotel manila Taguig city
Pastor,8.8,A2J Executive Studio Suite Near Venice Mall Taguig
Maylene,6.4,A2J Executive Studio Suite Near Venice Mall Taguig
Rod,9.6,A2J Executive Studio Suite Near Venice Mall Taguig
Raela,9.2,A2J Executive Studio Suite Near Venice Mall Taguig
David,3.2,A2J Executive Studio Suite Near Venice Mall Taguig
Pamela,4.4,A2J Executive Studio Suite Near Venice Mall Taguig
Lucas,8.8,A2J Executive Studio Suite Near Venice Mall Taguig
Annabelle,7.2,A2J Executive Studio Suite Near Venice Mall Taguig
Mark,8.4,A2J Executive Studio Suite Near Venice Mall Taguig
Zoltan,8.0,A2J Executive Studio Suite Near Venice Mall Taguig
Talbot,3.2,A2J Executive Studio Suite Near Venice Mall Taguig
Federico,8.0,A2J BGC Luxury 1BR Suite Near Burgos Circle & Mall
CHARLES,6.8,A2J BGC Luxury 1BR Suite Near Burgos Circle & Mall
Lizette,10.0,A2J BGC Luxury 1BR Suite Near Burgos Circle & Mall
Jean,8.4,A2J BGC Luxury 1BR Suite Near Burgos Circle & Mall
David,10.0,A2J BGC Luxury 1BR Suite Near Burgos Circle & Mall
Irene,5.2,A2J BGC Luxury 1BR Suite Near Burgos Circle & Mall
JM,2.8,A2J BGC Luxury 1BR Suite Near Burgos Circle & Mall
Darwin,10.0,A2J BGC Luxury 1BR Suite Near Burgos Circle & Mall
Clarence,10.0,A2J BGC Luxury 1BR Suite Near Burgos Circle & Mall
Mark,4.0,A2J BGC Luxury 1BR Suite Near Burgos Circle & Mall
Najlah,7.0,Forbes Area BGC Taguig Manila
Richard,10.0,Forbes Area BGC Taguig Manila
Jeneve,10.0,Forbes Area BGC Taguig Manila
Lb,1.0,Forbes Area BGC Taguig Manila
21c,8.0,Forbes Area BGC Taguig Manila
Shishir,9.0,Forbes Area BGC Taguig Manila
Katty,6.0,Forbes Area BGC Taguig Manila
Ma.,7.0,Forbes Area BGC Taguig Manila
Angelicah,9.0,Forbes Area BGC Taguig Manila
Louis,1.0,Forbes Area BGC Taguig Manila
Alvin,10.0,Best Stays Ph in The Venice Luxury Residences
Anthony,10.0,Best Stays Ph in The Venice Luxury Residences
Genevieve,10.0,Best Stays Ph in The Venice Luxury Residences
Sheena,10.0,Best Stays Ph in The Venice Luxury Residences
Krisna,10.0,Best Stays Ph in The Venice Luxury Residences
Remedios,10.0,Best Stays Ph in The Venice Luxury Residences
Lina,9.2,Best Stays Ph in The Venice Luxury Residences
Charisse,8.4,Best Stays Ph in The Venice Luxury Residences
Antonette,7.6,Best Stays Ph in The Venice Luxury Residences
Hadiyah,6.0,Best Stays Ph in The Venice Luxury Residences
JAE,4.4,Best Stays Ph in The Venice Luxury Residences
Jonna,2.4,Best Stays Ph in The Venice Luxury Residences
Leah,2.0,Best Stays Ph in The Venice Luxury Residences
Katerina,9.2,Best Stays Ph in The Venice Luxury Residences
Luis,10.0,Best Stays Ph in The Venice Luxury Residences
John,10.0,Best Stays Ph in The Venice Luxury Residences
Kristine,8.0,Best Stays Ph in The Venice Luxury Residences
John,10.0,Best Stays Ph in The Venice Luxury Residences
Cassandra,10.0,Best Stays Ph in The Venice Luxury Residences
Choi,10.0,Best Stays Ph in The Venice Luxury Residences
sun,2.0,A2J Luxury Balcony BGC Suite Near SM AURA Taguig
nerlyn,6.4,A2J Luxury Balcony BGC Suite Near SM AURA Taguig
rosemarie,9.6,A2J Luxury Balcony BGC Suite Near SM AURA Taguig
SANGHWAN,7.6,A2J Luxury Balcony BGC Suite Near SM AURA Taguig
Tricia,9.0,"Studio Unit for Staycation with Wi-Fi & Netflix near BGC, Taguig - Additional P150 per head for Pool"
Connie,10.0,"Studio Unit for Staycation with Wi-Fi & Netflix near BGC, Taguig - Additional P150 per head for Pool"
Rosanna,9.0,"Studio Unit for Staycation with Wi-Fi & Netflix near BGC, Taguig - Additional P150 per head for Pool"
Bernalyne,10.0,"Studio Unit for Staycation with Wi-Fi & Netflix near BGC, Taguig - Additional P150 per head for Pool"
Erika,6.8,A2J Luxury Studio Venice Suite Near Venice Mall
Arnold,8.8,A2J Luxury Studio Venice Suite Near Venice Mall
Lilibeth,8.4,A2J Luxury Studio Venice Suite Near Venice Mall
Nadine,9.2,A2J Luxury Studio Venice Suite Near Venice Mall
Eric,2.8,A2J Luxury Studio Venice Suite Near Venice Mall
Kili,5.6,A2J Luxury Studio Venice Suite Near Venice Mall
Eldor,4.4,A2J Luxury Studio Venice Suite Near Venice Mall
Olivia,10.0,A2J Luxury Studio Venice Suite Near Venice Mall
Corine,5.6,A2J Luxury Studio Venice Suite Near Venice Mall
Jenny,6.8,A2J Luxury Studio Venice Suite Near Venice Mall
Ric,9.6,A2J Luxury Studio Venice Suite Near Venice Mall
Maria,4.0,Uptown Parksuites
Lani,4.0,Uptown Parksuites
Cheryl,10.0,Uptown Parksuites
Fe,8.0,Uptown Parksuites
Lee,9.0,Uptown Parksuites
Cristobal,10.0,Uptown Parksuites
Ilserramentoinpvc,4.0,Uptown Parksuites
Francia,10.0,Uptown Parksuites
Jagannath,10.0,Uptown Parksuites
Cris,10.0,Uptown Parksuites
Rafael,7.0,Ethan's Pad Nr. BGC
Loh,9.0,Ethan's Pad Nr. BGC
Liza,8.0,Ethan's Pad Nr. BGC
Salva2re,9.0,Ethan's Pad Nr. BGC
Anonymous,9.0,Ethan's Pad Nr. BGC
Sheryl,10.0,Oasis Regency@Fort Victoria
Ma.,9.2,Oasis Regency@Fort Victoria
Jesus,9.2,Oasis Regency@Fort Victoria
Alice,9.6,Oasis Regency@Fort Victoria
DARWIN,8.8,Oasis Regency@Fort Victoria
Millicent,8.8,Oasis Regency@Fort Victoria
Anne,8.0,Oasis Regency@Fort Victoria
Jamie,7.2,Oasis Regency@Fort Victoria
Leo,6.4,Oasis Regency@Fort Victoria
Jonathan,6.8,Oasis Regency@Fort Victoria
Alfredo,5.2,Oasis Regency@Fort Victoria
Clarissa,5.2,Oasis Regency@Fort Victoria
Michelle,5.6,Oasis Regency@Fort Victoria
Violeta,4.4,Oasis Regency@Fort Victoria
EMMANUEL,3.2,Oasis Regency@Fort Victoria
Adelaine,3.2,Oasis Regency@Fort Victoria
Delani,4.0,Oasis Regency@Fort Victoria
Mark,2.8,Oasis Regency@Fort Victoria
Francia,2.0,Oasis Regency@Fort Victoria
Benedict,2.0,Oasis Regency@Fort Victoria
Mark,4.0,SMDC Grace Residences - White Oak Room
Samantha,9.2,SMDC Grace Residences - White Oak Room
Lance,10.0,SMDC Grace Residences - White Oak Room
Hannah,10.0,SMDC Grace Residences - White Oak Room
Divina,10.0,SMDC Grace Residences - White Oak Room
Frediz,10.0,SMDC Grace Residences - White Oak Room
Cristy,10.0,SMDC Grace Residences - White Oak Room
Zenkie,10.0,SMDC Grace Residences - White Oak Room
Wan,7.0,Uptown Parksuites BGC Taguig 1 Bedroom w/ Balcony
Aquino,5.2,"A2J Luxury 2BR BGC Suite Near SM Aura, Market2x"
Mary,10.0,A2J Luxury 1BR Balcony Suite Near Venice Mall BGC
Generosa,8.0,A2J Luxury 1BR Balcony Suite Near Venice Mall BGC
Todd,9.6,A2J Luxury 1BR Balcony Suite Near Venice Mall BGC
Gary,10.0,A2J Luxury 1BR Balcony Suite Near Venice Mall BGC
Ma.,10.0,A2J Luxury 1BR Balcony Suite Near Venice Mall BGC
Vernie,8.4,A2J Luxury 1BR Balcony Suite Near Venice Mall BGC
Carlomagno,10.0,A2J Luxury 1BR Balcony Suite Near Venice Mall BGC
Lei,10.0,A2J Luxury 1BR Balcony Suite Near Venice Mall BGC
Kars,9.2,A2J Luxury 1BR Balcony Suite Near Venice Mall BGC
Jamaica,2.0,Classic 1BR Suite near Burgos Circle BGC Manila
Mark,2.0,Classic 1BR Suite near Burgos Circle BGC Manila
Charlotte,10.0,Victoria Soho Suites
Jamie,10.0,Victoria Soho Suites
Jane-Raida,8.4,Victoria Soho Suites
Ian,8.8,Victoria Soho Suites
Ronald,5.2,Victoria Soho Suites
Mia,4.8,Victoria Soho Suites
Mildred,3.2,Victoria Soho Suites
Floren,8.0,Victoria Soho Suites
Jeffer,9.2,Victoria Soho Suites
Luzelle,7.6,Victoria Soho Suites
Luzelle,7.2,Victoria Soho Suites
zhi,6.8,Victoria Soho Suites
Anthea,8.0,Victoria Soho Suites
KHALID,2.8,Victoria Soho Suites
Jocelyn,2.8,Victoria Soho Suites
Nahyeon,7.2,Victoria Soho Suites
park,7.6,Victoria Soho Suites
Jasmin,9.0,SMDC GRACE RESIDENCIES
Flordelyn,8.0,SMDC GRACE RESIDENCIES
Williamsjw,5.0,SMDC GRACE RESIDENCIES
Moncada,7.0,SMDC GRACE RESIDENCIES
Jean,1.0,SMDC GRACE RESIDENCIES
Lina,10.0,SMDC GRACE RESIDENCIES
Romercie,8.0,OYO 129 D'builders Rooms - New Lower Bicutan
Romercie,7.2,OYO 129 D'builders Rooms - New Lower Bicutan
rosie,5.2,OYO 129 D'builders Rooms - New Lower Bicutan
ted,2.0,OYO 129 D'builders Rooms - New Lower Bicutan
Julius,2.0,OYO 129 D'builders Rooms - New Lower Bicutan
aglu,4.8,OYO 129 D'builders Rooms - New Lower Bicutan
Robert,10.0,Apad@graceresidences nr BGC
Nabil,1.0,Apad@graceresidences nr BGC
Ma,5.0,Apad@graceresidences nr BGC
Alessandro,8.0,Apad@graceresidences nr BGC
Anonymous,7.0,Apad@graceresidences nr BGC
Ak,10.0,Apad@graceresidences nr BGC
John,9.0,Apad@graceresidences nr BGC
John,9.0,Apad@graceresidences nr BGC
Zoltan,8.0,Apad@graceresidences nr BGC
Hazel,9.0,Apad@graceresidences nr BGC
Scott,10.0,Rare Unit With Balcony at The Venice Luxury
Elaine,10.0,Rare Unit With Balcony at The Venice Luxury
Nori,10.0,Rare Unit With Balcony at The Venice Luxury
John,10.0,Rare Unit With Balcony at The Venice Luxury
Elaine,10.0,Rare Unit With Balcony at The Venice Luxury
Lisbeth,10.0,Rare Unit With Balcony at The Venice Luxury
DARRELL,9.6,Rare Unit With Balcony at The Venice Luxury
Andre,9.2,Rare Unit With Balcony at The Venice Luxury
Robert,6.0,Rare Unit With Balcony at The Venice Luxury
Mildred,5.2,Rare Unit With Balcony at The Venice Luxury
Emerzon,9.2,Rare Unit With Balcony at The Venice Luxury
Monaleigh,8.0,Rare Unit With Balcony at The Venice Luxury
Gladys,10.0,Rare Unit With Balcony at The Venice Luxury
Elvin,10.0,Rare Unit With Balcony at The Venice Luxury
Catherine,6.8,Rare Unit With Balcony at The Venice Luxury
akrum,6.8,Rare Unit With Balcony at The Venice Luxury
Samuel,7.2,Rare Unit With Balcony at The Venice Luxury
Marilyn,9.6,Rare Unit With Balcony at The Venice Luxury
Maria,4.4,Rare Unit With Balcony at The Venice Luxury
IEHYUN,8.4,Rare Unit With Balcony at The Venice Luxury
Marilou,9.0,Stylish Studio in McKinley BGC
Ann,10.0,Stylish Studio in McKinley BGC
Zucchelli,8.0,Stylish Studio in McKinley BGC
Nestor,6.0,"McKinley Hill, Venice Residence, Twr D, 22H, 4Pax"
Abigail,5.6,"McKinley Hill, Venice Residence, Twr D, 22H, 4Pax"
Nancy,6.8,"McKinley Hill, Venice Residence, Twr D, 22H, 4Pax"
Irsa,9.2,"McKinley Hill, Venice Residence, Twr D, 22H, 4Pax"
Byron,9.6,"McKinley Hill, Venice Residence, Twr D, 22H, 4Pax"
Caroline,6.4,"McKinley Hill, Venice Residence, Twr D, 22H, 4Pax"
sujin,2.8,"McKinley Hill, Venice Residence, Twr D, 22H, 4Pax"
Eric,4.0,Cozy 1 Bed Unit WIFI in Grace Residences Taguig City
Kathlynn,9.0,Cozy 1 Bed Unit WIFI in Grace Residences Taguig City
Sandra,9.0,Cozy 1 Bed Unit WIFI in Grace Residences Taguig City
Mary,10.0,Cozy 1 Bed Unit WIFI in Grace Residences Taguig City
Darren,6.0,Cozy 1 Bed Unit WIFI in Grace Residences Taguig City
Mary,10.0,Cozy 1 Bed Unit WIFI in Grace Residences Taguig City
Shine,9.0,Cozy 1 Bed Unit WIFI in Grace Residences Taguig City
Joshua,10.0,Cozy 1 Bed Unit WIFI in Grace Residences Taguig City
Anna,8.0,Cozy 1 Bed Unit WIFI in Grace Residences Taguig City
Siyang,10.0,Cozy 1 Bed Unit WIFI in Grace Residences Taguig City
Brandon,10.0,Refined & Homey Luxury Apartment
Saeed,10.0,"BGC, Uptown Parksuites Tower 2"
Diana,10.0,A2J Luxury 1BR Balcony Venice Suite Near Malls
Dennis,7.6,A2J Luxury 1BR Balcony Venice Suite Near Malls
Bobby,8.0,Blue Nest Apartment Flat #12
Bee,9.6,Blue Nest Apartment Flat #12
Kumar,10.0,MaiRT condominium
Eunkeung,3.0,"LUXURY 1BR in Uptown Parksuites,BGC Taguig"
RJ,10.0,RedDoorz Premium @ Avida Verte BGC
Donil,8.4,RedDoorz Premium @ Avida Verte BGC
ian,2.0,RedDoorz Premium @ Avida Verte BGC
Kristine,7.2,RedDoorz Premium @ Avida Verte BGC
MJ,8.0,RedDoorz Premium @ Avida Verte BGC
Airene,5.2,RedDoorz Premium @ Avida Verte BGC
JR,6.0,RedDoorz Premium @ Avida Verte BGC
Menchi,8.0,RedDoorz Premium @ Avida Verte BGC
Roy,4.0,RedDoorz Premium @ Avida Verte BGC
Felix,4.8,RedDoorz Premium @ Avida Verte BGC
Bradley,2.0,RedDoorz Premium @ Avida Verte BGC
sone,6.8,RedDoorz Premium @ Avida Verte BGC
Zhilong,5.6,RedDoorz Premium @ Avida Verte BGC
Zhilong,3.6,RedDoorz Premium @ Avida Verte BGC
Amy,10.0,RedDoorz Premium @ Avida Verte BGC
Nicole,8.0,"Angeliz Suites One Uptown Residence BGC -1BR, Fast Wifi, FREE Swimming & Next to Shopping Malls"
Rolenn,10.0,"Angeliz Suites One Uptown Residence BGC -1BR, Fast Wifi, FREE Swimming & Next to Shopping Malls"
Teiichi,10.0,"Angeliz Suites One Uptown Residence BGC -1BR, Fast Wifi, FREE Swimming & Next to Shopping Malls"
PANJONG,2.0,"A2J Luxury BGC 2BR Loft Near Malls, Burgos Circle"
deborah,8.0,"A2J Luxury BGC 2BR Loft Near Malls, Burgos Circle"
Darwin,10.0,"A2J Luxury BGC 2BR Loft Near Malls, Burgos Circle"
Rey,10.0,"A2J Luxury BGC 2BR Loft Near Malls, Burgos Circle"
Roma,10.0,"A2J Luxury BGC 2BR Loft Near Malls, Burgos Circle"
James,9.0,The Florence McKinley Staycation
Maria,10.0,The Florence McKinley Staycation
Arah,10.0,The Florence McKinley Staycation
Christine,10.0,The Florence McKinley Staycation
Olive,10.0,The Florence McKinley Staycation
Olive,10.0,The Florence McKinley Staycation
Ismail,10.0,The Florence McKinley Staycation
Liz,10.0,The Florence McKinley Staycation
Dianna,10.0,The Florence McKinley Staycation
Talusan,10.0,The Florence McKinley Staycation
Caronae,6.4,Condo Del Juana in Pacific Residences Near BGC
Verginia,2.4,Azure Maui Ph 9 Angie place
Rehina,9.2,Azure Maui Ph 9 Angie place
sherville,6.4,Azure Maui Ph 9 Angie place
Erica,10.0,Azure Maui Ph 9 Angie place
Charmaine,10.0,Azure Maui Ph 9 Angie place
IMEE,3.6,Azure Maui Ph 9 Angie place
Michael,10.0,Classy Smart 2BR Loft | WIFI and Netflix | BGC
Stephen,10.0,Classy Smart 2BR Loft | WIFI and Netflix | BGC
Abigail,10.0,Classy Smart 2BR Loft | WIFI and Netflix | BGC
Selarom,10.0,Classy Smart 2BR Loft | WIFI and Netflix | BGC
Gabrielle,10.0,Classy Smart 2BR Loft | WIFI and Netflix | BGC
Edelwiza,8.0,Classy Smart 2BR Loft | WIFI and Netflix | BGC
Christopher,7.2,Classy Smart 2BR Loft | WIFI and Netflix | BGC
Jon,6.8,Classy Smart 2BR Loft | WIFI and Netflix | BGC
christine,5.6,Classy Smart 2BR Loft | WIFI and Netflix | BGC
Clyde,10.0,Classy Smart 2BR Loft | WIFI and Netflix | BGC
Michael,10.0,Classy Smart 2BR Loft | WIFI and Netflix | BGC
Enrique,5.6,"Studio with WiFi, Pool, & Netflix near BGC, Taguig"
jhen,10.0,"Studio with WiFi, Pool, & Netflix near BGC, Taguig"
Carla,10.0,"Studio with WiFi, Pool, & Netflix near BGC, Taguig"
Mads,7.2,Captivating View 2BR Unit | WIFI & Netflix | BGC
Angelica,9.6,ZEN Rooms Avida 34th Uptown BGC
Peter,7.6,ZEN Rooms Avida 34th Uptown BGC
HANNA,8.4,ZEN Rooms Avida 34th Uptown BGC
Qionglin,8.4,ZEN Rooms Avida 34th Uptown BGC
Marie,8.4,ZEN Rooms Avida 34th Uptown BGC
Betros,8.8,ZEN Rooms Avida 34th Uptown BGC
Edsel,8.8,ZEN Rooms Avida 34th Uptown BGC
James,9.2,ZEN Rooms Avida 34th Uptown BGC
RICK,7.6,ZEN Rooms Avida 34th Uptown BGC
agnes,8.4,ZEN Rooms Avida 34th Uptown BGC
Ronnel,9.6,ZEN Rooms Avida 34th Uptown BGC
Mike,6.8,ZEN Rooms Avida 34th Uptown BGC
Josiah,8.8,ZEN Rooms Avida 34th Uptown BGC
Seok,9.2,ZEN Rooms Avida 34th Uptown BGC
Noel,10.0,ZEN Rooms Avida 34th Uptown BGC
Marilou,9.2,ZEN Rooms Avida 34th Uptown BGC
LJUBOMIR,8.8,ZEN Rooms Avida 34th Uptown BGC
Dean,7.6,ZEN Rooms Avida 34th Uptown BGC
JEAN,8.8,ZEN Rooms Avida 34th Uptown BGC
Alexis,7.6,ZEN Rooms Avida 34th Uptown BGC
Mary,3.0,"A2J Luxury BGC 2BR Loft Near Malls, Burgos Circle"
Tom,4.0,"A2J Luxury BGC 2BR Loft Near Malls, Burgos Circle"
Faye,6.0,"A2J BGC Luxury 2BR Loft Near Burgos Circle, Malls"
Christopher,1.0,"A2J BGC Luxury 2BR Loft Near Burgos Circle, Malls"
Nenita,3.0,"A2J BGC Luxury 2BR Loft Near Burgos Circle, Malls"
Ebrahim,3.0,"A2J BGC Luxury 2BR Loft Near Burgos Circle, Malls"
Jing,8.0,"A2J BGC Luxury 2BR Loft Near Burgos Circle, Malls"
Monico,5.0,"A2J BGC Luxury 2BR Loft Near Burgos Circle, Malls"
Juliet,3.0,"A2J BGC Luxury 2BR Loft Near Burgos Circle, Malls"
Natabio,7.0,"A2J BGC Luxury 2BR Loft Near Burgos Circle, Malls"
Anonymous,7.0,"A2J BGC Luxury 2BR Loft Near Burgos Circle, Malls"
Mae,10.0,"A2J BGC Luxury 2BR Loft Near Burgos Circle, Malls"
William,8.0,Cozy Central - Near arca south signal taguig
Edison,10.0,Cozy Central - Near arca south signal taguig
Halili,7.0,Cozy Central - Near arca south signal taguig
Robert,10.0,Venice Luxury Residences - C16K
Renalyn,10.0,Cozy place in Ridgewood Tower for large groups
Karen,10.0,City View 2BR | WIFI & Netflix | BGC
Emmanuel,10.0,City View 2BR | WIFI & Netflix | BGC
Ma.,10.0,City View 2BR | WIFI & Netflix | BGC
Michelle,8.4,City View 2BR | WIFI & Netflix | BGC
Maja,8.8,City View 2BR | WIFI & Netflix | BGC
Angela,6.8,City View 2BR | WIFI & Netflix | BGC
Anne,6.4,City View 2BR | WIFI & Netflix | BGC
James,6.0,City View 2BR | WIFI & Netflix | BGC
Rossinnie,6.8,City View 2BR | WIFI & Netflix | BGC
Pam,3.6,City View 2BR | WIFI & Netflix | BGC
Robbi,2.8,City View 2BR | WIFI & Netflix | BGC
Celeste,4.8,Family-friendly 3BR Loft in BGC
Fe,6.4,Blue Nest Apartment Flat #15
Beth,10.0,Blue Nest Apartment Flat #15
Jose,9.2,Blue Nest Apartment Flat #15
Astrid,9.2,Blue Nest Apartment Flat #15
Mia,9.6,Blue Nest Apartment Flat #15
Rovielen,9.6,Blue Nest Apartment Flat #15
Maria,9.6,Blue Nest Apartment Flat #13
Bernice,5.0,Lovely Loft Unit with Golf View
Kim,1.0,Lovely Loft Unit with Golf View
Kolkma,1.0,Lovely Loft Unit with Golf View
Oscar,10.0,Mergeline's Transient Room
Caren,4.4,OYO 260 The Venice Luxury Residences
Hee,6.0,OYO 260 The Venice Luxury Residences
DANG,3.6,OYO 260 The Venice Luxury Residences
Matteo,9.0,bluenest apartment
Cereno,10.0,bluenest apartment
Ulrich,8.0,bluenest apartment
Cruz,9.0,bluenest apartment
Charlotte,8.0,bluenest apartment
Katherine,8.0,bluenest apartment
Minalaine,10.0,bluenest apartment
Simone,8.0,bluenest apartment
Brogs,10.0,bluenest apartment
